Memory Length,4000,
Trigger Level,0.00000e+00,
Source,CH1,
Probe,10.0X,
Vertical Units,V,
Vertical Scale,1.00000e+01,
Vertical Position,0.00000e+00,
Horizontal Units,S,
Horizontal Scale,5.00000e-03,
Horizontal Position,0.0000000e+00,
Horizontal Mode,Main,
Sampling Period,2.00000e-05,
Firmware,V1.14,
Time, ,
Mode,Detail,
Waveform Data,
-4.000000e-2,-6.00e+0,
-3.998000e-2,-6.00e+0,
-3.996000e-2,-6.00e+0,
-3.994000e-2,-5.60e+0,
-3.992000e-2,-5.60e+0,
-3.990000e-2,-5.20e+0,
-3.988000e-2,-5.20e+0,
-3.986000e-2,-5.20e+0,
-3.984000e-2,-5.20e+0,
-3.982000e-2,-4.80e+0,
-3.980000e-2,-4.80e+0,
-3.978000e-2,-4.40e+0,
-3.976000e-2,-4.40e+0,
-3.974000e-2,-4.00e+0,
-3.972000e-2,-4.00e+0,
-3.970000e-2,-3.60e+0,
-3.968000e-2,-3.60e+0,
-3.966000e-2,-3.60e+0,
-3.964000e-2,-3.60e+0,
-3.962000e-2,-3.20e+0,
-3.960000e-2,-3.20e+0,
-3.958000e-2,-2.80e+0,
-3.956000e-2,-2.80e+0,
-3.954000e-2,-2.40e+0,
-3.952000e-2,-2.40e+0,
-3.950000e-2,-2.00e+0,
-3.948000e-2,-2.00e+0,
-3.946000e-2,-2.00e+0,
-3.944000e-2,-2.00e+0,
-3.942000e-2,-1.60e+0,
-3.940000e-2,-1.60e+0,
-3.938000e-2,-1.20e+0,
-3.936000e-2,-1.20e+0,
-3.934000e-2,-1.20e+0,
-3.932000e-2,-1.20e+0,
-3.930000e-2,-4.00e-1,
-3.928000e-2,-4.00e-1,
-3.926000e-2,-8.00e-1,
-3.924000e-2,-8.00e-1,
-3.922000e-2,-4.00e-1,
-3.920000e-2,-4.00e-1,
-3.918000e-2,0.00e+0,
-3.916000e-2,0.00e+0,
-3.914000e-2,0.00e+0,
-3.912000e-2,0.00e+0,
-3.910000e-2,4.00e-1,
-3.908000e-2,4.00e-1,
-3.906000e-2,4.00e-1,
-3.904000e-2,4.00e-1,
-3.902000e-2,8.00e-1,
-3.900000e-2,8.00e-1,
-3.898000e-2,1.20e+0,
-3.896000e-2,1.20e+0,
-3.894000e-2,1.20e+0,
-3.892000e-2,1.20e+0,
-3.890000e-2,1.60e+0,
-3.888000e-2,1.60e+0,
-3.886000e-2,1.60e+0,
-3.884000e-2,1.60e+0,
-3.882000e-2,1.60e+0,
-3.880000e-2,1.60e+0,
-3.878000e-2,1.60e+0,
-3.876000e-2,1.60e+0,
-3.874000e-2,2.00e+0,
-3.872000e-2,2.00e+0,
-3.870000e-2,2.40e+0,
-3.868000e-2,2.40e+0,
-3.866000e-2,2.40e+0,
-3.864000e-2,2.40e+0,
-3.862000e-2,2.40e+0,
-3.860000e-2,2.40e+0,
-3.858000e-2,2.80e+0,
-3.856000e-2,2.80e+0,
-3.854000e-2,2.80e+0,
-3.852000e-2,2.80e+0,
-3.850000e-2,2.80e+0,
-3.848000e-2,2.80e+0,
-3.846000e-2,3.20e+0,
-3.844000e-2,3.20e+0,
-3.842000e-2,3.20e+0,
-3.840000e-2,3.20e+0,
-3.838000e-2,3.20e+0,
-3.836000e-2,3.20e+0,
-3.834000e-2,3.20e+0,
-3.832000e-2,3.20e+0,
-3.830000e-2,3.60e+0,
-3.828000e-2,3.60e+0,
-3.826000e-2,3.60e+0,
-3.824000e-2,3.60e+0,
-3.822000e-2,3.60e+0,
-3.820000e-2,3.60e+0,
-3.818000e-2,4.00e+0,
-3.816000e-2,4.00e+0,
-3.814000e-2,4.00e+0,
-3.812000e-2,4.00e+0,
-3.810000e-2,4.00e+0,
-3.808000e-2,4.00e+0,
-3.806000e-2,4.00e+0,
-3.804000e-2,4.00e+0,
-3.802000e-2,4.40e+0,
-3.800000e-2,4.40e+0,
-3.798000e-2,4.40e+0,
-3.796000e-2,4.40e+0,
-3.794000e-2,4.80e+0,
-3.792000e-2,4.80e+0,
-3.790000e-2,4.80e+0,
-3.788000e-2,4.80e+0,
-3.786000e-2,4.40e+0,
-3.784000e-2,4.40e+0,
-3.782000e-2,4.80e+0,
-3.780000e-2,4.80e+0,
-3.778000e-2,4.80e+0,
-3.776000e-2,4.80e+0,
-3.774000e-2,4.80e+0,
-3.772000e-2,4.80e+0,
-3.770000e-2,5.20e+0,
-3.768000e-2,5.20e+0,
-3.766000e-2,4.80e+0,
-3.764000e-2,4.80e+0,
-3.762000e-2,5.20e+0,
-3.760000e-2,5.20e+0,
-3.758000e-2,5.20e+0,
-3.756000e-2,5.20e+0,
-3.754000e-2,5.20e+0,
-3.752000e-2,5.20e+0,
-3.750000e-2,5.20e+0,
-3.748000e-2,5.20e+0,
-3.746000e-2,4.80e+0,
-3.744000e-2,4.80e+0,
-3.742000e-2,5.60e+0,
-3.740000e-2,5.60e+0,
-3.738000e-2,5.20e+0,
-3.736000e-2,5.20e+0,
-3.734000e-2,5.60e+0,
-3.732000e-2,5.60e+0,
-3.730000e-2,5.60e+0,
-3.728000e-2,5.60e+0,
-3.726000e-2,5.20e+0,
-3.724000e-2,5.20e+0,
-3.722000e-2,5.60e+0,
-3.720000e-2,5.60e+0,
-3.718000e-2,5.20e+0,
-3.716000e-2,5.20e+0,
-3.714000e-2,5.60e+0,
-3.712000e-2,5.60e+0,
-3.710000e-2,5.60e+0,
-3.708000e-2,5.60e+0,
-3.706000e-2,5.60e+0,
-3.704000e-2,5.60e+0,
-3.702000e-2,5.60e+0,
-3.700000e-2,5.60e+0,
-3.698000e-2,5.60e+0,
-3.696000e-2,5.60e+0,
-3.694000e-2,5.60e+0,
-3.692000e-2,5.60e+0,
-3.690000e-2,5.60e+0,
-3.688000e-2,5.60e+0,
-3.686000e-2,5.60e+0,
-3.684000e-2,5.60e+0,
-3.682000e-2,6.00e+0,
